title
"Job Size: Per Job (Core Count): by PI"
parameters

start,end
2015-04-01,2015-04-30
---------
PI,"Job Size: Per Job (Core Count)","Std Err of Job Size: Per Job (Core Count)"
"Feig, Michael - Michigan State U",291,15.888202005557776
"Pueschel, Moritz J - U Wisconsin-Madison",291,36.60517402548996
"Del Vento, Davide - NCAR",288,111.04353500617076
"Kogut, John B. - U Maryland",288,0
"Peet, Yulia  - Arizona State U",288,53.59933664597809
"Marcus, Philip Stephen - UC Berkeley",284,13.757501627454387
"Lousto, Carlos - RIT",282,11.01935499058193
"Pirkelbauer, Peter  - U Alabama, Birmingham",279,28.89806596453099
"Kellogg, Louise H - UC Davis",275,61.75686803957949
"Phares, Alain Joseph - Villanova U",273,89.01743791206025
"Robia, Seth Louis - Loyola U Chicago",272,86.57759525419957
"Smith, Aaron Robin - UT Austin",270,108.83818263826349
"Jensen, Lasse - Penn State U",268,18.33491882135458
"Chiu, Wah - Baylor College of Med",263,41.99739421476051
"Howes, Gregory G - U Iowa",263,105.25010762869518
"Chan, Maria - ANL",262,18.684919442583354
"Makhatadze, George I - RPI",260,35.590106669491576
"Blondin, John M. - NC State U",257,62.66966364891234
"Dempski, Robert E - WPI",256,0
"Hall, David Matthew - CU Boulder",256,0
"Kane, Michael John - Yale U",256,0
"Kaznessis, Yiannis N. - U Minn",256,0
"Liu, Philip L-F. - Cornell U",256,0
"Mondal, Sayan - Weill Cornell Med College",256,0
"Pritchard, Michael - UC Irvine",256,0
"Shen, Chengcai - Smithsonian Astrophys Obs",256,0
"Smith, Britton D - U Edinburgh",256,0
"Thornton, Katsuyo - U Michigan",256,0
"Kim, Ji-hoon - Caltech",254,2.0063760132070505
"Chen, Hanning - George Washington U",251,4.89598207607984
"Cooper, Catherine Marguerite - Washington State U",251,3.932243693825237
"Kammel, Peter - U Washington",250,50.25982859474493
"Zarif-Khalili-Yazdani, Alireza - Brown U",243,8.165607008513058
"Space, Brian - U South Florida",241,29.14905086397293
"Misra, Vasubandhu - Florida State U",240,0
"Richardson, Chris - Elon U",240,10.787197799411874
"Zheng, Lianyuan - U South Florida",240,0
"Keres, Dusan - UC San Diego",236,34.546960756598885
"Jordan, Thomas H. - USC",235,33.3733923320643
"Le, Duy - U Central Florida",233,11.434838961258476
"Mendez Polanco, Miguel Angel - MIT",231,6.886921482055679
"Wilson, Robert E - SUNY Stony Brook",231,10.528531622886394
"Singh, Parampreet  - Louisiana State U",228,30.30935788060619
"Martins, Joaquim - U Michigan",225,59.62995775334849
"Wang, Xuguang - U Oklahoma",225,9.913004712202486
"Boudker, Olga - Weill Cornell Med College",224,19.595917942265423
"Klie, Robert F - U Illinois, Chicago",222,15.788230407559745
"Marrocchelli, Dario - MIT",220,17.620555185646197
"Riley, Pete - Predictive Science",220,83.21057625085888
"Landau, David P - U Georgia",219,44.83011676319082
"Oh, Siang Peng - UC Santa Barbara",217,20.26070666295842
"Mazloff, Matthew R. - SIO",215,84.34291908631097
"Tsang, Leung - U Michigan",215,10.911263605531111
"Luthey-Schulten, Zaida - UIUC",214,94.31586227783357
"Dhakal, Subas - Syracuse U",212,7.181747937140372
"O'Leary, Ryan - UC Berkeley",211,35.35469988431382
"Al-Saidi, Wissam Abdo - U Pittsburgh",210,2.9263001121223513
"El-Awady, Jaafar A - Johns Hopkins U",210,24.712313503490495
"Tchekhovskoy, Alexander - UC Berkeley",205,69.43858184288648
"Vladimirova, Natalia - U New Mexico",199,21.041741164956836
"Espinosa, Horacio Dante - Northwestern U",198,70.93311055391638
"Oleynik, Ivan - U South Florida",197,23.950338070189883
"Schulten, Klaus J. - UIUC",195,13.633804200221604
"Adrian, Ronald John - Arizona State U",192,22.62741699796952
"Fragile, Patrick C - College of Charleston",192,0
"Mason, Christopher Edward - Weill Cornell Med College",192,0
"Wang, Yang - CMU",192,45.25483399593904
"li, yaping  - U Tulsa",192,0
"Zhu, Zhaohuan - Princeton U",190,62.33087384819766
"Berlind, Andreas - Vanderbilt U",189,5.431991861889936
"Kim, John - UCLA",189,12.657434380453692
"Laguna, Pablo - Georgia Tech",188,40.91091081746232
"Pillepich, Annalisa  - Harvard U",188,24.93597925431317
"Brannigan, Grace - Rutgers U",185,33.12830172224348
"Hocky, Glen - Columbia U",183,46.062218791543245
"Dayal, Kaushik - CMU",176,41.569219381653056
"Sweeney, Alison M - U Pennsylvania",176,0
"Sur, Sharanya - Arizona State U",174,13.584033626486942
"Yeung, Pui-kuen - Georgia Tech",172,40.27256245146762
"Panchenko, Anna - NIH",171,38.517505009504944
"Mendes, Celso Luiz - UIUC",170,56.64653932459298
"Johnsen, Eric - U Michigan",166,24.662774167158933
"Tang, Pei - U Pittsburgh Sch of Med",165,31.367799588013785
"Walls, Kenneth - U Alabama, Birmingham",164,50.07993610219566
"Andricioaei, Ioan - UC Irvine",163,11.777307118677507
"Hennig, Richard G. - U Florida",163,10.749054489405461
"McGovern, Amy - U Oklahoma",160,5.449816751992179
"Glotzer, Sharon C - U Michigan",159,17.040177300994742
"Richard, Ryan Matthew - Georgia Tech",158,20.595711223828225
"Sarkar, Sutanu - UC San Diego",158,15.396580383318888
"Dennis, John Mauff - NCAR",155,79.824448352679
"Papavassiliou, Dimitrios V - U Oklahoma",155,7.205400309342116
"Nikolic, Branislav - U Delaware",154,19.940446316686206
"Weinstein, Harel - Weill Cornell Med College",154,15.984830248753502
"Meneses, Esteban - U Pittsburgh",152,8.738472938712757
"Bretherton, Christopher Stephen - U Washington",150,39.75231960013539
"Moehlis, Jeff - UC Santa Barbara",150,29.86185748598396
"Pretorius, Frans - Princeton U",150,8.515565502197855
"Jewett, Brian F - UIUC",149,16.131218860128833
"Banavali, Nilesh K - Wadsworth Ctr",144,0
"Spitkovsky, Anatoly - Princeton U",144,0
"Gilmore, Matthew - U North Dakota",143,8.716692595531871
"Tajkhorshid, Emad - UIUC",143,6.5696252450522605
"Klein, Richard I. - UC Berkeley",142,6.76953473910556
"Wang, Shaowen - UIUC",142,78.70570620195865
"Farley, Robert Alan - USC",140,7.745966692414834
"Kashi, Amit - U Minn",139,9.73728991278525
"Offner, Stella S - U Mass, Amherst",139,9.835740902905352
"Mehdizadeh, Amirfarhang - Penn State U",138,3.5017391562361313
"Acharya, Amit - CMU",136,84.85281374238569
"Bryan, Greg L. - Columbia U",136,15.24892914187398
"Voyles, Paul M - U Wisconsin-Madison",136,18.439088914585774
"Saven, Jeffery G - U Pennsylvania",135,26.119406869503766
"Sterling, Thomas - Indiana U",135,29.06474475721393
"Sumner, Isaiah Charles - James Madison U",135,7.295908864719383
"Hill, Alex S - Haverford College",134,14.067956683502583
"Huang, Kerwyn Casey - Stanford U",134,3.5398777925174043
"Lin, Ching-long - U Iowa",134,15.323735544082242
"Hopkins, Philip F - Caltech",133,28.321897174641627
"Detmold, William - MIT",131,26.156440469715903
"Cheung, Margaret S. - U Houston",129,22.41417619454735
"Aspuru-Guzik, Alan - Harvard U",128,17.43035408313094
"Levine, Zachary - UC Santa Barbara",128,0
"Llinas, Miguel - CMU",128,0
"Loverde, Sharon - CUNY",128,0
"MacLeod, Morgan Elowe - UC Santa Cruz",128,0
"Medvedeva, Julia E. - Missouri S&T",128,0
"Mueller, Timothy Keith - Johns Hopkins U",128,0
"Niemann, Christoph - UCLA",128,0
"Sinno, Talid - U Pennsylvania",128,45.25483399593904
"Metcalfe, Travis - Space Sci Inst",126,2.0835434207849874
"Amaro, Rommie E - UC San Diego",125,22.03735927965903
"Barraza-Lopez, Salvador - U Arkansas",125,3.455378901538327
"Mittal, Rajat - Johns Hopkins U",125,10.066842131685963
"Campbell, Robert Lee - Penn State Behrend",124,3.872983346207417
"Gibou, Frederic - UC Santa Barbara",124,39.14863007551359
"sansoz, frederic - U Vermont",124,3.921347724798404
"Zhang, Xiuwen - CU Boulder",122,9.164383332596046
"Liu, Lijun - UIUC",121,2.3464027316323803
"Maidment, David Robert - UT Austin",121,6.153212659367432
"Shea, Joan-Emma - UC Santa Barbara",118,3.8347677685440535
"Van de Walle, Chris G. - UC Santa Barbara",118,3.4270294502659753
"Xue, Ming - U Oklahoma",118,1.5439145120265314
"Dongare, Avinash M - U Connecticut",116,29.62262648719725
"Wilcox, Jennifer - Stanford U",115,17.91137712475733
"Vaughn, Matthew W - TACC",114,87.56108724770381
"Cui, Qiang - U Wisconsin-Madison",113,8.396474705634134
"Cannon, John Francis - U Missouri, Columbia",112,18.734044142700224
"Khaldi, Dounia - U Houston",111,52.44812336072712
"Nishikawa, Ken-Ichi - U Alabama, Huntsville",111,39.60070585398513
"Simmons, David Samuel - U Akron",110,3.918820822142385
"Pettitt, Bernard Montgomery - UT Med Branch",108,3.2374082572211864
"Sant, Gaurav N - UCLA",107,4.293163623299672
"Yilmaz, Ali - UT Austin",107,11.439713190248419
"Luo, Yun - U Chicago",106,20.03853827886118
"Duan, Huaiyu - U New Mexico",104,13.249124518449129
"Wise, John H - Georgia Tech",102,6.886684663758594
"Baruah, Tunna - UT El Paso",100,3.3272715361883107
"Valocchi, Albert J. - UIUC",100,10.717611415006417
"Zhang, Fuqing - Penn State U",98,3.768950572055464
"ferreira, celso moller - George Mason U",98,8.05447922404095
"Baden, Scott B. - UC San Diego",97,18.463593823386603
"Bodony, Daniel Joseph - UIUC",97,13.058852053134569
"Mittal, Jeetain - Lehigh U",97,14.99206399531333
"Chrispell, John Christopher - Indiana U of Penn",96,0
"Dalcanton, Julianne - U Washington",96,4.270782681153327
"Dutt, Meenakshi - Rutgers U",96,4.878634452531125
"Fleming, Karen - Johns Hopkins U",96,10.421423156462874
"Naylor, Jason - Purdue U",96,0
"RAI, NAVNEET  - UC Davis",96,9.695359714832659
"Reid, Keon Andre - Emory U",96,0
"Stillman, Jonathon H - San Francisco State U",96,0
"Biringen, Sedat - CU Boulder",92,9.443985825587943
"Chang, Philip - U Wisconsin-Milwaukee",92,5.62261138173956
"Gray, Jeffrey J - Johns Hopkins U",91,8.397449101618331
"Liang, Zhi - RPI",91,16.562936460670773
"Notaros, Branislav  - Colorado State U",91,9.337345029726949
"Choudhury, Pabitra - New Mexico Tech",90,6.538444283518906
"Gaughan, Christopher - NSF",90,14.021697472132264
"Hummels, Cameron - U Arizona",90,36.21463792446364
"Jack, Mark A - Florida A&M U",88,20.784609690826528
"Monismith, David Richard - NW Missouri State U",88,1.084055524717923
"Cronin, Stephen B. - USC",87,2.184760446470362
"Im, Wonpil - U Kansas",87,1.9490614101221035
"Ozel, Feryal - U Arizona",86,17.41859372700249
"Qin, Sanbo  - Florida State U",86,8.929833727007187
"Snir, Marc - UIUC",86,5.053805366341146
"Ahmed, Shaikh S - SIU Carbondale",85,13.899131336482156
"Ivanov, Ivaylo - Georgia State U",85,3.7314009824282715
"Londergan, Casey H - Haverford College",85,19.586393802019558
"Quataert, Eliot - UC Berkeley",85,22.167573874283462
"Woolf, Thomas B - Johns Hopkins U",85,7.628249246959539
"Yin, Wotao  - UCLA",85,10.893601513780371
"Zhong, Xiaolin - UCLA",85,2.388827777016119
"Debenedetti, Pablo G - Princeton U",84,8.33381600713406
"Spataru, Tudor - CUNY",84,5.660715144838352
"Straus, David - COLA",84,10.367781242257312
"Demeler, Borries - UT Hlth Sci Ctr San Antonio",83,4.6192318774490895
"Romero, Aldo Humberto - West Virginia U",83,1.0955274144567546
"Zhang, Yuyang - ORNL",83,2.7078812799731242
"Wei, Tao - Lamar U",82,1.0801234497346435
"Yakobson, Boris I - Rice U",82,4.745945638121024
"Huang, Bohua - George Mason U",81,3.528287523293467
"Llebot, Clara - Oregon Health & Sci U",81,3.1642321667530484
"Kolpak, Alexie - MIT",80,2.507816723360135
"Marsden, Alison Lesley - UC San Diego",80,2.7579007647493285
"Sitti, Metin - CMU",80,19.595917942265427
"Watkins, Stephan Lloyd - Oregon State U",80,0
"Leszczynski, Jerzy - Jackson State U",79,4.67866670602884
"Rasulev, Bakhtiyor - Jackson State U",79,4.884143280780133
"Kaxiras, Efthimios - Harvard U",78,6.983380856039741
"Jones, Matthew D. - SUNY Buffalo",77,1.2998059001110422
"Kirschner, Denise - U Michigan",77,7.637445857556791
"Matysiak, Silvina - U Maryland",77,12.252504330056546
"Schneider, Edwin K - George Mason U",77,7.6369639688008055
"Billington, Sarah L - Stanford U",76,38.27967258654825
"Qiao, Bin - UC San Diego",76,15.731653673355801
"Apte, Sourabh V - Oregon State U",75,11.905624585227374
"Asta, Mark - UC Berkeley",75,3.8660421057724172
"Cohen, Ronald E. - CIW",75,2.462611093527093
"Pacheco, Alexander - Lehigh U",75,16.724344642475423
"Tsyshevsky, Roman - U Maryland",75,3.6031103321455995
"Yang, Li - Washington U",75,4.995919704136763
"Luo, Tengfei - U Notre Dame",74,2.2971765606661587
"Nangia, Shikha - Syracuse U",74,14.156147126484743
"Sosonkina, Masha - Old Dominion U",74,5.445484572881195
"Garcia, Angel E - RPI",73,6.5640016985412215
"Lo, Cynthia S - Washington U",73,3.074445909582462
"Cooperman, Gene - Northeastern U",72,5.796246331683459
"Greif, Thomas - Harvard U",72,18.928972884697274
"Kindt, James - Emory U",72,6.759772171760102
"Weng, Jing-Ke - Whitehead Inst for Biomed Res",72,1.7530493125010693
"Alexandrova, Anastassia - UCLA",71,12.067036945871463
"Anderson, Steven Edward - Texas A&M",71,7.25350821008638
"Hawley, John F. - U Virginia",71,5.759677564520158
"Luo, Haoxiang - Vanderbilt U",71,4.550974649759344
"Pope, Stephen B. - Cornell U",71,0.826675450306298
"Thota, Abhinav S - Indiana U",71,16.165543603603314
"Whited, Toni M - U Rochester",71,22.5588884722727
"El-Khoury, Patrick Zakhia - PNL",70,4.146551618154346
"Dorland, William D - U Maryland",69,10.77293542818068
"Feigenson, Gerald W - Cornell U",69,10.000847361575262
"Grossman, Jeffrey C. - MIT",68,2.22675337730226
"Karanicolas, John - U Kansas",68,10.50571944714606
"Alexander-Katz, Alfredo - MIT",66,4.989869230612152
"Awasthi, Amnaya - U Florida",66,16.761719520721872
"Heyden, Andreas - U South Carolina",66,5.067988313665688
"Lambrecht, Daniel S - U Pittsburgh",66,0.8116338668269614
"Lueptow, Richard M. - Northwestern U",66,2.458862409752167
"Yakushin, Igor - Penn State U",66,9.441697307919858
"Garcia, Adrian  - UC Irvine",65,0.7484990073460993
"Onuchic, Jose - Rice U",65,4.238025564917547
"Sukenik, Shahar  - UIUC",65,2.585713781801235
"Broyde, Suse - NYU",64,0
"Chew, Huck Beng - UIUC",64,0
"Connor, Edward F - San Francisco State U",64,0
"Deike, Luc J.R - SIO",64,0
"Emerick, Andrew James - Columbia U",64,0
"Faucher-Giguere, Claude-Andre - Northwestern U",64,11.156194514454752
"Firouzi, Mahnaz  - Stanford U",64,0
"Harrigan, Timothy P. - Johns Hopkins U",64,0
"Hickman, Albert Peet - Lehigh U",64,0
"Johnson, Erin R - UC Merced",64,0
"Kennefick, Daniel John - U Arkansas",64,0
"Keten, Sinan - Northwestern U",64,0
"Kim, Kyung-Suk - Brown U",64,0
"Langer, Robert Samuel - MIT",64,0
"Martini, Ashlie - UC Merced",64,2.111790795106538
"McCourt, Michael - Harvard U",64,5.656854249492381
"Parris, Paul Ernest - Missouri S&T",64,0
"Poulos, Thomas - UC Irvine",64,0
"Samuel, Tabitha - U Tennessee",64,0
"Sheikhi, Reza H - Northeastern U",64,21.05943044055172
"Shen, Tongye - U Tennessee",64,0
"Wang, Chen Santillan - UC Riverside",64,0
"Welty, Claire - U Maryland, Baltimore Co",64,0
"Xue, Yongkang - UCLA",64,6.653514326836627
"Liu, Xiaofeng - Penn State U",63,12.021314404007576
"McCammon, James Andrew - UC San Diego",63,3.9539803265993294
"Tang, Wenjie - U Virginia",63,2.728260246092234
"Kumar, Abhishek  - ORNL",62,21.033817624149258
"Rai, Neeraj - Mississippi State U",62,1.4698042624173537
"Voth, Gregory A - U Chicago",62,2.5657035719826036
"Zhang, Joseph Yinglong - Va Inst of Marine Sci",62,27.303506761738433
"Dutt, Shantanu  - U Illinois, Chicago",60,2.9315199452620515
"Jadaun, Priya  - Cornell U",60,1.6121694635648096
"Wang, Guofeng - U Pittsburgh",60,4.058209447961447
"Jayaraman, Balaji - Penn State U",59,12.305157846293254
"Kiefer, Boris - NM State U",59,1.4162606018004857
"Mertz, Blake - West Virginia U",59,6.563963817064165
"Pillsbury, Sarah-Jane Frankland - St Vincent College",59,4.344594342398379
"Jha, Shantenu - Rutgers U",58,3.3709374420899803
"Krasa, Stefan - UIUC",58,3.609632976679186
"May, Eric Robert - U Connecticut",58,1.6978253781642083
"Olson, Lorraine G. - Rose-Hulman Tech",58,6.355926157890024
"Sakidja, Ridwan - Missouri State U",58,3.0119071664844426
"Cheng, Yu-Ting - Johns Hopkins U",57,4.43455690411021
"Norman, Michael L. - UC San Diego",57,4.3992980953502
"Bhaganagar, Kiran - UT San Antonio",56,5.132136271656938
"Hoffman, Matthew - RIT",56,6.802257740256546
"Shapiro, Paul R - UT Austin",55,13.227764774839473
"Trinkle, Dallas R. - UIUC",55,1.1345103112871413
"Chrisochoides, Nikos - Old Dominion U",54,5.515515996033359
"McDowell, David L. - Georgia Tech",54,9.499933045458251
"Nan, Xiaolin - Oregon Health & Sci U",54,8.709296863909499
"Youssef, Mostafa - MIT",54,7.466295128672879
"Aristilde, Ludmilla  - Cornell U",53,4.476772687793193
"Bourdin, Blaise - Louisiana State U",53,2.59560867098129
"Filizola, Marta - Mt Sinai Sch of Med",53,8.938257427106471
"Pisciuneri, Patrick - U Pittsburgh",53,5.769111190802639
"Shearer, Peter  - UC San Diego",53,12.010513801630703
"Cai, Dong - U Houston",52,7.348469228349534
"Hill, David Foster - Oregon State U",52,10.092927598075793
"Hsu, Tian-Jian - U Delaware",52,3.7237855928730164
"zheng, xiaoning  - MIT",52,3.1622776601683795
"Baptista, Antonio  - Oregon Health & Sci U",51,12.738694187648962
"James, Douglas Leonard - Cornell U",50,4.744107909370539
"Matyushov, Dmitry V - Arizona State U",50,7.53192553929512
"Akhavan, Rayhaneh - U Michigan",49,1.7350302176283074
"Ge, Xiaoxia - CUNY City College",49,16.491452331435216
"Voelz, Vincent Alvin - Temple U",49,3.0123997946762717
"Zhu, Xiao - Purdue U",49,5.131431519753925
"Brown, Laura E - Michigan Tech",48,0
"Dos Santos, Elton Jose - Stanford U",48,0
"Gao, Wei  - Northwestern U",48,0
"Hansen, Charles D. - U Utah",48,11.31370849898476
"Jayaraman, Arthi - U Delaware",48,0
"Koenig, Peter - Procter & Gamble",48,6.404450838547165
"Lim, Marisa C - SUNY Stony Brook",48,0.6526300079223534
"Logan, Cheryl A - CSU-Monterey Bay",48,0
"Martinez, Luis A - UPR Mayaguez",48,0
"Pogorelov, Taras - UIUC",48,0
"Yildiz, Bilge - MIT",48,0
"Demmel, James Weldon - UC Berkeley",47,2.1508147202239365
"Dubin, Daniel Herschel - UC San Diego",47,1.9863757846611387
"Evans, Charles R. - UNC",47,1.3291528090579545
"McDevitt, Brian  - Boise State U",47,6.8892004831406135
"Mondal, Jagannath - Columbia U",47,2.43874967965144
"Puzyrev, Yevgeniy - Vanderbilt U",47,3.3829511836019113
"Zhang, Yang - NC State U",47,2.6902394496987436
"Babaee, Hessam - MIT",46,4.248854631429543
"Kozlowski, Marisa - U Pennsylvania",46,1.1634289025028435
"MacKerell, Jr., Alexander D. - U Maryland, Baltimore Co",46,4.545012871128433
"Mellor-Crummey, John Michael - Rice U",46,8.215838362577491
"Oppenheim, Meers - Boston U",46,8.910336196820191
"Romano, Giuseppe  - Hobart and William Smith Colleges",46,0.5429758575356092
"Castillo-Chara, Jairo - Fayetteville State U",45,6.2239973001722815
"Collins, David - Florida State U",45,3.2470023098236327
"Pujari, Sumiran  - U Kentucky",45,10.863240742597897
"Ribeiro, Adolfo - UCLA",45,8.627716963368698
"Tarrant, Ann Marie - WHOI",45,5.44940363709645
"Vanapalli, Siva A - Texas Tech U",45,5.273768120493219
"Egolfopoulos, Fokion - USC",44,4.386321200578662
"Gennis, Robert B - UIUC",44,1.1944085558662392
"Ismail-Beigi, Sohrab - Yale U",44,1.3134564064910919
"Pegden, Wesley - CMU",44,6.973275098507078
"Perot, Blair - U Mass, Amherst",44,3.7662044948818365
"Riggleman, Robert A - U Pennsylvania",44,6.000000000000001
"Kim, Byoung-Do - Harvard Med Sch",43,9.737289911689821
"Pop, Mihai  - U Maryland",43,7.2666833906535375
"Chow, Edmond - Georgia Tech",42,10.882355258744667
"Haiman, Zoltan - Columbia U",42,4.796786977967647
"Macdonald, Janet  - Vanderbilt U",42,7.82311742151643
"Chandran, Uma - U Pittsburgh",41,4.634199342177926
"Berne, Bruce J. - Columbia U",40,2.9282618580383435
"Gubbins, David - SIO",40,16.099689437998485
"McCullagh, Martin - Colorado State U",40,16.97056274847714
"Mendenhall, Ruby - UIUC",40,12
"Rondinelli, James M - Northwestern U",40,1.003970246838815
"Tang, Yongan - NC Central U",40,4.649373298180233
"Sun, Ying - Drexel U",39,2.9704281932110206
"Goetz, Andreas Walter - UC San Diego",38,3.470402358394049
"Hacker, Thomas - Purdue U",38,17.4185937266963
"Larson, Ronald G. - U Michigan",38,2.6924014643421583
"Loftis, Bruce - CU Boulder",38,3.4656793956878236
"Olatunji-Ojo, Olayinka Ayodamola - UC Berkeley",38,11.521316797529572
"Abrams, Cameron - Drexel U",37,2.754583616737657
"Jin, Jian-Ming - UIUC",37,4.573235113979334
"Liu, Zi-Kui - Penn State U",37,0.458872674141435
"Urbanc, Brigita - Drexel U",37,1.694706730939071
"Zhang, Peng - SUNY Stony Brook",37,8.733324712502396
