title
"Job Size: Per Job (Core Count): by PI"
parameters

start,end
2014-04-30,2015-04-30
---------
PI,"Job Size: Per Job (Core Count)","Std Err of Job Size: Per Job (Core Count)"
"Li, Lan - Boise State U",158,12.961471752852761
"Quataert, Eliot - UC Berkeley",157,12.834041077200217
"Viswanath, Divakar - U Michigan",157,30.59882643853788
"Key, Jason M - Harvard Med Sch",156,9.491972783559374
"Niemann, Christoph - UCLA",156,14.282134204127757
"Burns, Keaton - MIT",155,5.998125433532692
"Mertz, Blake - West Virginia U",155,19.447782570236495
"Zhang, Joseph Yinglong - Va Inst of Marine Sci",155,5.257478012236919
"Espinosa, Horacio Dante - Northwestern U",154,44.2327377971648
"Gubbins, David - SIO",154,17.001293833117522
"Lousto, Carlos - RIT",154,3.7298593460884018
"Duan, Lian - Missouri S&T",153,7.2721872657329545
"Klein, Richard I. - UC Berkeley",153,1.6813007792147092
"Hill, David Foster - Oregon State U",152,5.126547936964991
"Myong, Sua - UIUC",152,23.72824447359763
"Silvia, Devin W - Michigan State U",152,21.163588479964467
"Shlosman, Isaac - U Kentucky",150,29.668590159887923
"Sweeney, Alison M - U Pennsylvania",150,6.771504954035733
"Blume, Doerte - Washington State U",149,9.008189053687985
"Keres, Dusan - UC San Diego",149,16.69847078979235
"Richard, Robert L - UCLA",149,13.444941965499002
"Roux, Benoit - U Chicago",149,1.3748339828902743
"Ferguson, James - NICS",148,18.826334584056706
"Kosar, Tevfik - SUNY Buffalo",148,27.264492859894478
"Saunders, Marissa - U Utah",148,48.46485786543346
"Oppenheim, Meers - Boston U",147,13.553306533467897
"Oskooi, Ardavan  - U Michigan",147,4.539848259823472
"Sant, Gaurav N - UCLA",147,3.386123281225925
"Chen, Feng - TACC",146,16.141578640268904
"Hall, Jaclyn Marie - U Florida",146,18.386706484877724
"Najafi-Yazdi, Alireza - McGill U",146,21.542725723603642
"Velazquez, Leticia  - Rice U",146,28.690056593756463
"Zgid, Dominika Kamila - U Michigan",145,33.50367514807749
"Shen, Peter  - U Utah",144,0
"Trouve, Arnaud Christophe - U Maryland",144,13.61376525222244
"Cushman, John Chandler - U Nevada, Reno",143,71.7742516548437
"Rhoads, Douglas Duane - U Arkansas",143,12.255598871751756
"Hu, Fang Q - Old Dominion U",142,7.354749215348539
"Voronov, Roman S - NJIT",142,3.1555543817212186
"Wang, Xuguang - U Oklahoma",141,1.720748160950852
"Elgamal, Ahmed - UC San Diego",140,21.067599279253624
"Li, Zongli - Harvard Med Sch",139,27.12909911139493
"Seaton, Barbara A - Boston U",139,5.762126663185255
"Welty, Claire - U Maryland, Baltimore Co",139,7.029039132963256
"Peng, Hua - CSU-Northridge",138,23.766815437449548
"Gerig, John Thomas - UC Santa Barbara",137,4.1298176230812365
"Ghaffari, Noushin - Texas A&M",137,13.844736011582386
"Valle-Levinson, FArnoldo - U Florida",137,20.091712886625032
"Puzyrev, Yevgeniy - Vanderbilt U",136,3.2846737281042264
"Colonius, Timothy - Caltech",134,10.61552487336964
"Martins, Joaquim - U Michigan",134,3.180231259922273
"Dutt, Meenakshi - Rutgers U",133,4.728138173180247
"Majumdar, Amitava - UC San Diego",133,3.669632213303316
"Biringen, Sedat - CU Boulder",132,3.5913850208222415
"Brummell, Nicholas H - UC Santa Cruz",132,5.030605708956529
"Malcom, Jacob Wesley - U Connecticut",132,18.614871160820503
"Kashi, Amit - U Minn",131,10.741638362957294
"Oh, Siang Peng - UC Santa Barbara",131,8.74943400539932
"Onuchic, Jose - Rice U",131,10.600071135220972
"Fakheri, Ahmad - Bradley U",130,43.14145552936723
"Hacker, Thomas - Purdue U",130,21.640471975958977
"Bourdin, Blaise - Louisiana State U",129,3.180080462160119
"Frost, Adam S - U Utah",129,6.0221451704071765
"Mathur, Savita - Space Sci Inst",129,1.5090633737701045
"Ascenzi, Maria-Grazia - UCLA",128,0
"Briggs, James Michael - U Houston",128,0
"Bryan, Greg L. - Columbia U",128,3.9797339071231286
"Dogan, Gulnur - NCAR",128,3.9327683210007
"Lesage, Anne-Cecile - Texas Tech U",128,12.889351722547644
"Loesche, Mathias  - CMU",128,0
"Michael, Scott - Indiana U",128,0
"Pummill, Jeff - U Arkansas",128,10.914931702581661
"Spearot, Douglas - U Arkansas",128,4.814316634216726
"Akhavan, Rayhaneh - U Michigan",127,6.865336147870523
"Holladay, Kenneth L - Southwest Res Inst",127,5.186967297153913
"Metcalfe, Travis - Space Sci Inst",127,0.22165783157783947
"Baptista, Antonio  - Oregon Health & Sci U",126,7.501486651894555
"Grabe, Michael - UC San Francisco",126,2.6704414942638537
"Jewett, Brian F - UIUC",125,2.8157391939169027
"Artrith, Nongnuch - - MIT",124,2.130229482683421
"JIA, YINGDONG - UCLA",124,2.7386127875258306
"Van Wynsberghe, Adam Wayne - Hamilton College",124,11.798354384490132
"Yakobson, Boris I - Rice U",124,2.997337042423808
"Chen, Jen-Ping  - Ohio State U",123,21.77324215838569
"Gilmore, Matthew - U North Dakota",123,5.025244764926716
"Lambert, Lixia He - U Tennessee",123,43.03544333134185
"Shea, Joan-Emma - UC Santa Barbara",123,4.585510239113843
"Cheng, Roseanne Marie - Johns Hopkins U",122,9.364945859472645
"Spataru, Tudor - CUNY",122,9.909074159199777
"Beckham, Gregg T - NREL",121,4.210811661143856
"Maidment, David Robert - UT Austin",121,6.153212659367432
"Hummels, Cameron - U Arizona",120,11.916645303386602
"Kolpak, Alexie - MIT",120,1.3317948014318843
"Mukkamala, Ravi - Old Dominion U",120,5.792771892174963
"Mullendore, Gretchen Louise - U North Dakota",120,14.75522976594256
"Narayanan, Desika - Haverford College",120,13.751848118222881
"Echeverria, Ignacia - U Maryland",119,21.051821172253103
"Jayaraman, Balaji - Penn State U",119,8.450477453013027
"Karanicolas, John - U Kansas",119,2.6491782574690697
"Naylor, Jason - Purdue U",118,10.680822430996043
"Ramamoorthi, Ravi - UC San Diego",118,5.219483797080394
"Sewell, Christopher Meyer - LANL",118,21.83917292574535
"Anderson, Steven Edward - Texas A&M",117,4.9758478906436086
"Ingber, Lester - Lester Ingber Res",117,3.0795240420542362
"Walls, Kenneth - U Alabama, Birmingham",117,18.69672677696624
"Dennis, John Mauff - NCAR",116,10.644281328163627
"Dongare, Avinash M - U Connecticut",116,29.62262648719725
"Glotzer, Sharon C - U Michigan",115,8.505316924500876
"Hanken, Benjamin - Oregon State U",115,14.04924530037849
"Guo, Hong - U Tennessee",114,3.3867358869933297
"Gupta, Sandeep - Virginia Tech",114,45.77001147532337
"Haiman, Zoltan - Columbia U",114,14.92040190491177
"Langer, Robert Samuel - MIT",114,12.889888388927726
"Levine, Zachary - UC Santa Barbara",114,5.419963099505385
"Aluru, Narayana R - UIUC",113,3.934509606556424
"Fu, Chao - U Wisconsin-Madison",112,3.153652681587337
"Mazumdar, Sagnik - U Pittsburgh",112,15.96796793583955
"Meneses, Esteban - U Pittsburgh",112,6.505393176222252
"Poulos, Thomas - UC Irvine",112,4.0459368941294205
"Thorpe, Ian F - U Maryland, Baltimore Co",112,2.0834685839707796
"Farley, Robert Alan - USC",111,4.284314739474455
"Faucher-Giguere, Claude-Andre - Northwestern U",111,9.876756771233255
"Um, Jun Shik - UIUC",111,1.1302406592992005
"Yang, Yuan - MIT",111,30.119780110327337
"Guenza, Marina - U Oregon",110,8.06528968269147
"Howison, Mark - Brown U",110,29.728774305399625
"Llinas, Miguel - CMU",110,4.122378568837306
"Tsyshevsky, Roman - U Maryland",110,3.3568364260489134
"Wang, Xianqiao - U Georgia",110,7.885492619593675
"Carruthers, Lucy Marston - U Arizona",109,47.980703748420105
"Devarajan, Ajitha - Iowa State U",108,31.13771560878115
"McCourt, Michael - Harvard U",108,21.87481530409475
"Qi, Feng - Sanford-Burnham Med Res Inst",108,6.82490913876165
"Berger, Robert - W Washington U",107,8.210957192374504
"Hong, Sampyo - U Central Florida",107,5.149649199057591
"Lin, Ching-long - U Iowa",107,3.828403190888231
"McCammon, James Andrew - UC San Diego",107,2.728230651625149
"Rolfe, Bryan Andrew - Cornell U",107,3.2603130448148137
"Shih, Liwen - U Houston-Clear Lake",107,22.404022495971567
"Voth, Gregory A - U Chicago",107,1.5486837809980951
"Andresen, Daniel - Kansas State U",106,14.648716288087803
"Banavali, Nilesh K - Wadsworth Ctr",106,7.613260778486865
"Fleming, Karen - Johns Hopkins U",106,3.520274736753115
"Fringer, Oliver - Stanford U",106,9.355324906092381
"Gray, Jeffrey J - Johns Hopkins U",106,1.184563065514745
"Luo, Yun - U Chicago",106,20.03853827886118
"Campbell, Robert Lee - Penn State Behrend",105,4.789512646392885
"Haworth, Daniel - Penn State U",105,1.7357795703231138
"Krylov, Anna - USC",105,6.822446671031629
"Li, Ju - MIT",105,3.9712595004663105
"May, Eric Robert - U Connecticut",105,3.7593025163569815
"Medlin, James W. - CU Boulder",105,5.045988832368825
"Brouwer, William - Penn State U",104,7.5884974932388465
"Hazlewood, Victor - NICS",104,2.6746564856433093
"Kleinfeld, David - UC San Diego",104,7.602362683228613
"Marrocchelli, Dario - MIT",104,2.255252652517583
"Sivakumar, Pradeep - Northwestern U",104,18.281226962883434
"Tafti, Danesh K. - Virginia Tech",104,20.6367154226999
"Terry, Paul W - U Wisconsin-Madison",104,42.534051491145604
"Wang, Sanwu - U Tulsa",104,5.5978461165717475
"Zhou, Yunkai - S Methodist U",104,32.207372056994735
"Ackerman, David - Cornell U",103,2.194189769039454
"Dai, Jian - Florida State U",103,5.724334022399432
"Debenedetti, Pablo G - Princeton U",103,3.3416729597454604
"Koenig, Peter - Procter & Gamble",103,17.930559959482153
"Liu, Philip L-F. - Cornell U",103,10.879377716769108
"Mason, Sara E. - U Iowa",103,7.642051707424126
"Nishikawa, Ken-Ichi - U Alabama, Huntsville",103,16.099044239011
"Pettitt, Bernard Montgomery - UT Med Branch",103,1.116718309249993
"Ramaprabhu, Praveen Kumar - UNC Charlotte",103,21.304910200164453
"Van de Walle, Chris G. - UC Santa Barbara",103,1.0584629635992213
"McGill, Brian James - U Maine",102,44.400625746593356
"Singh, Tajendra Vir - UCLA",102,3.2311309257327743
"Aidun, Cyrus K - Georgia Tech",101,3.3821476615298987
"Demeler, Borries - UT Hlth Sci Ctr San Antonio",101,1.5638049853508311
"Kaul, Ribhu - U Kentucky",101,6.784517847842033
"Shen, Chengcai - Smithsonian Astrophys Obs",101,7.563509447396111
"Wang, Liya - Cold Spring Harbor Lab",101,12.565095452751983
"Allison, Jason Robert - TACC",100,20.14002596749968
"Shen, Meng - Northwestern U",100,8.466975214033447
"Hauptmann, Alexander - CMU",99,9.312914961483525
"Hu, Chi Yu - CSU-Long Beach",99,55.78441748889389
"Masud, Arif - UIUC",98,5.2060952810616214
"Medvedeva, Julia E. - Missouri S&T",98,1.7025635455093218
"Teukolsky, Saul A. - Cornell U",98,6.3269712058315974
"Wilkins-Diehr, Nancy - UC San Diego",98,1.7595639074272995
"Kral, Petr - U Illinois, Chicago",97,4.950671829319747
"Kritsuk, Alexei - UC San Diego",97,14.86836747556462
"Linninger, Andreas - U Illinois, Chicago",97,3.8615945163550776
"Sheikhi, Reza H - Northeastern U",97,8.283943996188826
"Vlachos, Dionisios - U Delaware",97,4.5305781823977025
"Wistey, Mark - U Notre Dame",97,5.014371869341835
"Zayner, Josiah - NASA Ames",97,4.394755574445074
"akgun, ugur - Coe College",97,1.3965358024156578
"He, Jun - U Tennessee",96,0
"Valocchi, Albert J. - UIUC",96,9.144502497569095
"Wing, Rod Anthony - U Arizona",96,0
"Shao, Chen  - Northwestern U",95,30.992735757618973
"Yang, Da - Caltech",95,15.989022297309404
"Araya, Juan Guillermo - Texas Tech U",94,7.772461262809181
"Kaplinghat, Manoj - UC Irvine",94,7.639631622551086
"Yoshida, Beni - Caltech",94,11.237965770156407
"Ghosh, Somnath - Johns Hopkins U",93,13.50090849553943
"Simmons, David Samuel - U Akron",93,2.245967957388356
"Chelikowsky, James R - UT Austin",92,5.3441405102569135
"Dirmeyer, Paul Alan - George Mason U",92,4.7113018770642565
"Rivero, Jose Pablo - U Arkansas",92,1.3407546162427635
"Schoettler, Matthew  - UC Berkeley",92,15.132156731786898
"Xue, Ming - U Oklahoma",92,0.29002974534548126
"Lilly, Taylor Clark - CU Colorado Springs",91,0.541352431496246
"Grossman, Jeffrey C. - MIT",90,1.263316333307394
"Karabadzhak, Alexander G - Yale U",90,6.035301835962928
"Kim, Minji - UIUC",90,22.025693981034795
"Marx, Lawrence - COLA",90,4.639230893637735
"Mason, Christopher Edward - Weill Cornell Med College",90,3.4087195576426246
"Voyles, Paul M - U Wisconsin-Madison",90,2.230457035730637
"Bhide, Ravindra - U Utah",89,2.65015464331245
"Cronin, Stephen B. - USC",89,2.3317640295465223
"Shapiro, Stuart L. - UIUC",89,1.4074561624093798
"Kindt, James - Emory U",88,2.024307723221562
"Latour Jr., Robert A. - Clemson U",88,4.194107405230391
"Schatz, Michael - Cold Spring Harbor Lab",88,21.420620327306388
"Speyer, Gil - Arizona State U",88,9.47339850690178
"Tseng, Kadin - Boston U",88,4.817549401076986
"Grobe, Rainer - Illinois State U",87,21.879963836441487
"Matysiak, Silvina - U Maryland",87,4.026228692956814
"Meneveau, Charles - Johns Hopkins U",87,3.0941774793826253
"Yandell, Mark Douglas - U Utah",87,12.428837632922189
"Chew, Huck Beng - UIUC",86,1.6876962366286212
"Klinge, Sebastian N - Rockefeller U",86,13.723909028157243
"Mehdizadeh, Amirfarhang - Penn State U",86,1.8728660244885411
"Ahmed, Shaikh S - SIU Carbondale",85,13.899131336482156
"Feigenson, Gerald W - Cornell U",85,1.337385447032062
"Hawkins, Andrew Nathan - US EPA",85,21.179212934522436
"Huang, Bohua - George Mason U",85,0.6996476605968054
"Notaros, Branislav  - Colorado State U",85,8.961506221054583
"Yin, Wotao  - UCLA",85,10.893601513780371
"DeTore, Suzanne - Syracuse U",84,8.680569311826627
"Engelman, Donald M - Yale U",84,3.577928823231329
"Sarkar, Sutanu - UC San Diego",84,5.928980842502467
"Zhang, Peng - SUNY Stony Brook",84,3.929583646761196
"Doughty, Shawn G. - Tufts U",83,22.72108500286362
"Mellor-Crummey, John Michael - Rice U",83,13.059603365174778
"Yang, Melinda Anna - UC Berkeley",83,10.547158232578676
"Keten, Sinan - Northwestern U",82,4.148599072279587
"Pop, Mihai  - U Maryland",82,11.376993818192432
"Straus, David - COLA",82,3.6579331020499546
"Watkins, Stephan Lloyd - Oregon State U",82,0.9806543474604584
"Wei, Tao - Lamar U",82,0.6009622428660075
"Yang, Chao-Yie - U Michigan",82,1.5353198540134494
"Karna, Tuomas Petteri - Oregon Health & Sci U",81,6.232609941996591
"O'Shea, Brian W. - Michigan State U",81,7.4016519965261995
"Schneider, Edwin K - George Mason U",81,0.655370775982794
"Thakur, Bhupender - Louisiana State U",81,26.095670068896183
"Wereszczynski, Jeff - IIT",81,2.863517358123219
"Cheatham, Thomas E. - U Utah",80,2.0556404189263864
"Ivanov, Ivaylo - Georgia State U",80,2.266729095314743
"Jang, Changwoon - Drexel U",80,5.251820926739086
"Jha, Prateek Kumar - U Michigan",80,4.462186808181736
"MacKerell, Jr., Alexander D. - U Maryland, Baltimore Co",80,1.529431887333278
"Cai, Dong - U Houston",79,15.819230322598655
"Chen, Ke - WHOI",79,1.3375839705045909
"Combariza, Jaime E - Johns Hopkins U",79,20.59374125350147
"Falgout, Jeff - USGS",78,12.630669478667825
"Grosman, Claudio Fabian - UIUC",78,0.6813429947336098
"Mittal, Jeetain - Lehigh U",78,3.4243904999142636
"Moore, Shirley Victoria - UT El Paso",78,9.624471562209257
"Sharifzadeh, Sahar  - Boston U",78,11.598211867474006
"Sugar, Robert L. - UC Santa Barbara",78,3.7409768739837816
"Weinstein, Benjamin Gregory - SUNY Stony Brook",78,7.283950162411137
"Cannon, John Francis - U Missouri, Columbia",77,5.888615572339018
"Evans, Alexander J - Columbia U",77,4.413598903029304
"Leszczynski, Jerzy - Jackson State U",77,2.2804525938734694
"Reichman, David - Columbia U",77,16.64372571607248
"Sobh, Nahil A - UIUC",77,3.160205735593859
"Taha, Tarek - U Dayton",77,19.585696954862044
"van der Vaart, Arjan - U South Florida",77,1.1098436480509322
"Buehler, Markus J - MIT",76,4.204725495963784
"Cohen, Ronald E. - CIW",76,1.3115425903558193
"Ebrahimi, Davoud - MIT",76,3.530388709981509
"Esposito, Gaetano  - Emory U",76,9.892193892155571
"Kannan, Rahul  - MIT",76,10.555973258234951
"Pogorelov, Taras - UIUC",76,2.658536178010935
"Reid, Keon Andre - Emory U",76,4.049235673949671
"Llebot, Clara - Oregon Health & Sci U",75,1.4500087609293162
"Palen, Brock - U Michigan",75,9.49513212448456
"Thornton, Katsuyo - U Michigan",75,5.193131863922079
"Fleming, Scott W - STScI",74,12.609114534872825
"Ganapathysubramanian, Baskar - Iowa State U",74,1.576376177859982
"Herce, Henry David - RPI",74,0.8315453674955938
"Jones, Matthew D. - SUNY Buffalo",74,0.33745522097232955
"McKenna, Frank - UC Berkeley",74,19.910923877866534
"O'Brien, Caroline - MIT",74,3.9976237411325437
"Radko, Timour - Naval Postgrad School",74,3.5348430639054285
"Shen, Tongye - U Tennessee",74,1.8026734901251527
"Torkian, Ben - U South Carolina",74,2.2871182985897347
"Bhaganagar, Kiran - UT San Antonio",73,1.5883423349821453
"Heien, Eric - UC Davis",73,3.465222433133233
"Hennig, Richard G. - U Florida",73,2.1403522537822512
"Kaxiras, Efthimios - Harvard U",73,1.883218544773905
"Liu, Xiaofeng - Penn State U",73,7.67441570984565
"Martyr, Rosanne - UC San Diego",73,5.629733021874035
"Park, Jeho - Harvey Mudd College",73,6.023462497761516
"Zhang, Yuyang - ORNL",73,2.968933534700515
"Chowdhury, Rezaul Alam - SUNY Stony Brook",72,2.386742121072594
"Dufek, Josef - Georgia Tech",72,6.704419851381174
"Hampton, Scott S. - U Notre Dame",72,13.845330285774036
"Siepel, Adam Charles - Cornell U",72,10.062851814435767
"Vladimirova, Natalia - U New Mexico",72,3.910417132598942
"Chen, Youping - U Florida",71,1.138516896496681
"Pfaendtner, Jim - U Washington",71,2.145286543766401
"Sweeney, Mark C - CU Boulder",71,7.458007159298976
"Weng, Jing-Ke - Whitehead Inst for Biomed Res",71,1.07853664660392
"Cargile, Phillip Andrew - Harvard U",70,1.4232613389343833
"Madduri, Kamesh - Penn State U",70,8.792419203914763
"Shen, Xiao - Vanderbilt U",70,2.483946372877911
"Shi, Lei - Weill Cornell Med College",70,0.9881921418685232
"Wong, Kim - U Pittsburgh",70,4.15982457444385
"Belyaev, Mikhail Alexander - UC Berkeley",69,6.117876397217522
"Caplins, Serena Angelina - UC Davis",69,17.065555519473115
"Hill, Alex S - Haverford College",69,5.620371311847874
"Woolf, Thomas B - Johns Hopkins U",69,3.816100527777047
"Zerze, Hasan - Lehigh U",69,6.193935284144557
"Baruah, Tunna - UT El Paso",68,1.5789918384282446
"MacLeod, Morgan Elowe - UC Santa Cruz",68,8.647095060047336
"Romero, Aldo Humberto - West Virginia U",68,0.8706802287408362
"Weisz, Dan R - U Washington",68,3.575057627093168
"Zang, Jiadong - Johns Hopkins U",68,1.5224492855523304
"Alexander-Katz, Alfredo - MIT",67,2.4939992411580354
"Baden, Scott B. - UC San Diego",67,4.094644105729698
"Chang, Philip - U Wisconsin-Milwaukee",67,2.2648489605448496
"Christopher, Phillip N - UC Riverside",67,3.2209263260651353
"Cooperman, Gene - Northeastern U",67,4.07839645969924
"Duan, Huaiyu - U New Mexico",67,3.069540357057932
"Olsen, Bradley David - MIT",67,5.013123582594527
"Stitt, Tim - U Notre Dame",67,10.343146910800174
"Topp, Christopher N - Danforth Plant Sci Ctr",67,17.057636500124232
"Yakushin, Igor - Penn State U",67,5.684123680582117
"Heryadi, Dodi - U Notre Dame",66,17.031017455089277
"Huang, Xiaopeng - MIT",66,0.8628742086937108
"Lastoskie, Christian - U Michigan",66,9.715317811276092
"Lin, Hai - CU Denver",66,4.585006235522546
"Marsden, Alison Lesley - UC San Diego",66,2.1835005504406197
"Metze, Florian - CMU",66,8.846538523536074
"Vahid, Amir - Northwestern U",66,3.5931490931522405
"Garcia, Adrian  - UC Irvine",65,0.7757141352736338
"Harrison, Ian - U Virginia",65,0.758457302986993
"Kiefer, Boris - NM State U",65,0.7044770555176475
"Lueptow, Richard M. - Northwestern U",65,1.8300119802039354
"Monismith, David Richard - NW Missouri State U",65,0.9793232175160297
"Arafin, Shamsul - UCLA",64,1.0819044125961477
"Aristilde, Ludmilla  - Cornell U",64,4.7069327670664505
"Barlas, Yafis  - UC Riverside",64,2.369840732876965
"Connor, Edward F - San Francisco State U",64,0
"Emerick, Andrew James - Columbia U",64,0
"Engel, Jonathan H - UNC",64,3.216128432752287
"Guven, Ibrahim - U Arizona",64,0
"Heraty, John - UC Riverside",64,0
"Johnson, Erin R - UC Merced",64,0
"Kennefick, Daniel John - U Arkansas",64,0
"Lisy, James M. - UIUC",64,0
"Maldonado, Victor Hugo - UT San Antonio",64,0
"McCullagh, Martin - Colorado State U",64,4.6019156558570735
"Sukenik, Shahar  - UIUC",64,4.6378051178979645
"Travesset, Alex - Iowa State U",64,0.23326291431954482
"Dalcanton, Julianne - U Washington",63,1.467450664012839
"Deike, Luc J.R - SIO",63,0.9609267384784554
"Hsu, Tian-Jian - U Delaware",63,3.378900026649493
"Kirschner, Denise - U Michigan",63,1.8608934830799448
"Nangia, Shikha - Syracuse U",63,1.5963599565431448
"Paddison, Stephen J - U Tennessee",63,1.6377718103813892
"Richardson, Chris - Elon U",63,3.358437706408789
"Schmidt, David Paul - U Mass, Amherst",63,1.6184360589974167
"Thota, Abhinav S - Indiana U",63,12.889378241796946
"Wang, Chen Santillan - UC Riverside",63,0.5002736411858149
"Wells, Buren - U Alabama, Huntsville",63,14.466129830096428
"Broyde, Suse - NYU",62,1.0862824912203128
"Burkman, John Bradford - LSMSA",62,12.474956779691587
"Huang, Howie - George Washington U",62,6.383090707292351
"Kumar, Abhishek  - ORNL",62,21.033817624149258
"Nilsson, Mikael - UC Irvine",62,1.523607362763036
"Sinno, Talid - U Pennsylvania",62,2.0430211126817213
"Strout, Michelle - Colorado State U",62,17.845029905391662
"von Oehsen, James Barr - Clemson U",62,3.270672117774969
"Awasthi, Amnaya - U Florida",61,8.696018883936317
"Johnson, Lewis E. - Pomona College",61,9.410978616551896
"Miao, Yinglong - HHMI",61,2.7590180665035775
"Ozel, Feryal - U Arizona",61,3.4058918474391335
"Shearer, Peter  - UC San Diego",61,4.284051935469854
"Cuffe, John - MIT",60,1.5281315786742957
"Dutt, Shantanu  - U Illinois, Chicago",60,2.9315199452620515
"Harrigan, Timothy P. - Johns Hopkins U",60,0.8687858052244944
"Hati, Sanchita - U Wisconsin-Eau Claire",60,1.1014270728392084
"Jang, Seung Soon - Georgia Tech",60,3.8449967490233314
"Luo, Tengfei - U Notre Dame",60,1.3221686240822959
"Matyushov, Dmitry V - Arizona State U",60,1.3148341459723414
"Sun, Ying - Drexel U",60,1.5304427035845003
"Votapka, Lane William - UC San Diego",60,2.4021027605492704
"Walz, Thomas - Harvard Med Sch",60,4.056401186763697
"Jongco, Artemio Miguel - Long Island Jewish Hosp",59,5.615539538739335
"Liang, Zhi - RPI",59,6.916170302842471
"Oyana, Tonny J. - SIU Carbondale",59,3.3819214146196632
"RAI, NAVNEET  - UC Davis",59,5.988539328919546
"Swisdak, Michael - U Maryland",59,28.55533938571702
"Tatarinova, Tatiana V - USC",59,9.151807661272084
"Trmal, Jan - Johns Hopkins U",59,3.293495213942556
"Im, Wonpil - U Kansas",58,0.4724847779442426
"Kieffer, John - U Michigan",58,0.46036092780669763
"Kim, Kyung-Suk - Brown U",58,0.9719507083307397
"Voelz, Vincent Alvin - Temple U",58,1.754282503327565
"Zhang, Xiuwen - CU Boulder",58,1.8123375123517431
"Allen, Philip B - SUNY Stony Brook",57,0.8831559148885638
"Andricioaei, Ioan - UC Irvine",57,2.9036402972537463
"Ashlock, Jeramy C - Iowa State U",57,0.5622550607542282
"Bui, Hoang - Rutgers U",57,28.578838324886476
"Depalle, Baptiste  - MIT",57,5.456448889513232
"Krasa, Stefan - UIUC",57,3.5763313433647617
"Magyari-Kope, Blanka - Stanford U",57,0.7265575740479778
"Meng, Ying Shirley - UC San Diego",57,1.5868705360911688
"Moore, Richard - UC San Diego",57,5.448837265083959
"Narsimhan, Ganesan - Purdue U",57,7.869719246873006
"Papavassiliou, Dimitrios V - U Oklahoma",57,1.2919123472384528
"Schmeeckle, Mark W - Arizona State U",57,5.193361997990655
"Shirts, Michael R - U Virginia",57,2.1537561539297396
"Sitti, Metin - CMU",57,3.4555602395603167
"Wachira, James Munuhe - Morgan State U",57,11.132012909869783
"Xue, Yongkang - UCLA",57,2.171415197157696
"Yildiz, Bilge - MIT",57,0.770515632487172
"Escobedo, Fernando - Cornell U",56,1.93802482224436
"Iglesia, Enrique - UC Berkeley",56,3.498213737074143
"Marronetti, Pedro - NSF",56,3.265945132947721
"McDevitt, Brian  - Boise State U",56,4.535872957836387
"Qian, Xiaofeng - MIT",56,2.0426751699902326
"Trinkle, Dallas R. - UIUC",56,0.3847571778895094
"Zhong, Xiaolin - UCLA",56,1.2436834414484614
"Beck, Jordan P - Concordia U",55,0.9581351604972281
"Chrisochoides, Nikos - Old Dominion U",55,3.0976144798547494
"Demmel, James Weldon - UC Berkeley",55,1.0226234356838293
"Harrison, Julia - U Utah",55,7.988967350597455
"Jiang, Qiyou - Rice U",55,4.701337760992862
"Lamberts, Astrid - U Wisconsin-Milwaukee",55,3.1167517934159448
"Pillsbury, Sarah-Jane Frankland - St Vincent College",55,3.129655021472251
"Stevanovic, Vladan - Colorado Sch of Mines",55,9.924413810494402
"Chen, Hanghui - Columbia U",54,1.3646198603722879
"Pope, Stephen B. - Cornell U",54,0.319460901417551
"Ren, Pengyu - UT Austin",54,2.2801172836243833
"Rogers, Nathan Y - UC Santa Barbara",54,2.834678461953067
"Torrey, Paul Adam - MIT",54,10.168911432889024
"Yang, Li - Washington U",54,0.6783183858241918
"Kukekova, Anna V - UIUC",53,9.27642852626409
"Lake, Roger K - UC Riverside",53,0.8135302417382916
"Pratt, Lawrence Riley - Tulane U",53,2.412481574722454
"Schmidt, Jordan R - U Wisconsin-Madison",53,2.3308912175474976
"Wang, Xiao-Qian Larry - Clark Atlanta U",53,3.1646506246917476
"Basheer, Ershaad Ahamed - Temple U",52,9.48614936399789
"Elmore, Donald E - Wellesley College",52,4.567869940800268
"Grefenstette, John - U Pittsburgh",52,4.233894687381828
"Liu, Zi-Kui - Penn State U",52,0.23624985232474363
"Raymer, Eric - Columbia U",52,1.6809710983748192
"zheng, xiaoning  - MIT",52,3.1622776601683795
"Alexandrova, Anastassia - UCLA",51,4.24481051026402
"Cherry, Elizabeth M. - RIT",51,4.3201724880790735
"Miller, Michael I - Johns Hopkins U",51,2.2485366910132063
"Mohamed, Sayeed - Arizona State U",51,3.84650581116767
"Rondinelli, James M - Northwestern U",51,0.6863231845238587
"Baker, Nathan - PNL",50,1.1123548594460895
"Chen, Jianhan - Kansas State U",50,2.9867857485498983
"Cheng, Yu-Ting - Johns Hopkins U",50,2.1216598429259976
"Choudhury, Pabitra - New Mexico Tech",50,1.2384042436352531
"Filizola, Marta - Mt Sinai Sch of Med",50,3.439252074763267
"Kim, Byoung-Do - Harvard Med Sch",50,8.983672432515103
"Li, Jianing - U Vermont",50,9.321783686224375
"Pacheco, Alexander - Lehigh U",50,5.888946213033364
"Stout, Quentin F. - U Michigan",50,0.36266700134073626
"Chang, Chia-en A - UC Riverside",49,4.2192777422304255
"James, Douglas Leonard - Cornell U",49,4.555646845137943
"Lambrecht, Daniel S - U Pittsburgh",49,0.6573430064146798
"Londergan, Casey H - Haverford College",49,3.6783326242873433
